calltime,street,crossroad1,crossroad2,geox,geoy,nature,FIRST UNIT DISPATCHED,first Dispatch Time,first unit on the way,first unit there,last unit to leave the scene,primeunit,reptaken,closecode,notes,timeclose,Latitude,Longitude
02/27/2015 19:39:39,553 N 6TH ST,RED CROSS ST,CAMPBELL ST,2319499.75,180804.52,ALERT NOTIFICATION SHOTSPOTTER,288,02/27/2015 19:39:53,02/27/2015 19:40:16,02/27/2015 19:41:28,02/27/2015 20:22:18,350,350,REPT,"SHOTS FIRED AT 553 N 6TH ST AT 19:39:07 02/27/2015: 10 ROUNDS; SHOTSPOTTER FLEX ID 22625. (34.2420748774,-77.9429197077)  [02/27/15 19:39:43 ZCH]  tones / bolo`s on east    141 copies  [02/27/15 19:40:27 MRS3]  another caller called in and said he heard between 01 to 12 shots fired  [02/27/15 19:40:52 TKH]  x83 adv heard gunshots in area of 6th/walnut...also heard a veh speeding away....could not see veh....sounded like it was headed south  [02/27/15 19:40:54 CSS]  SHP HAS BEEN ADV  [02/27/15 19:40:57 MRS3]  caller watford, chris is the caller  [02/27/15 19:41:13 TKH]  {350} SUBJ OUT HERE ADV THEY HEARD IT ON N 6TH...  [02/27/15 19:42:05 ZCH]  ANOTHER CALLER ON THE LINE WANDA POOL...910-762-2635....HEARD ABOUT 8 SHOTS.  [02/27/15 19:42:05 MNL]  another x83 adv adv saw a forest green toyota avalon speeding from the scene...6th/redcross...turned on redcross towards rankin....910-512-9191  [02/27/15 19:42:13 CSS]  another x83 brannon 804-972-5117... 6-8 shots.... heard woman scream near 7th/red cross..... can x25 413 5th st if needed  [02/27/15 19:42:37 BOM]  {374} BOLOING  [02/27/15 19:42:50 ZCH]  ***dup call***    CALL REF X96 IN THE AREA...MY CALLER ONLY HEARD SAME..DIDNT WITNESS ANYTHING..  [02/27/15 19:41:33 JLH]  CALLER ADV NOISE CAME FROM BEHIND HER..POSSIBLY ON RED CROSS  [02/27/15 19:42:15 JLH]    *******************************************  [02/27/15 19:44:09 ZCH]  {350} POSSIBLE SUSP DRK BLUE MUSTANG COVERTIBLE, MISSING HEADLIGHT... NEWER BODY...  [02/27/15 19:44:55 ZCH]  {703} WILL BE BOLOING  [02/27/15 19:45:10 ZCH]  {288} SHELL CASINGS 507 N 6TH, NEED ID  [02/27/15 19:48:01 ZCH]  ID HAS BEEN ADV  [02/27/15 19:48:27 CSS]  {137} GOING TO CHECK PRINCESS PL  [02/27/15 19:50:33 ZCH]  {350} MAKE ME PRIMARY  [02/27/15 19:53:41 ZCH]  {526} arrival....oca  [02/27/15 19:58:01 CSS]  ",02/27/2015 20:22:19,34.24207488,-77.94291971
02/28/2015 01:39:38,201 GREENDALE DR,PRINCESS PLACE DR,,2332815,181742.81,ALERT NOTIFICATION SHOTSPOTTER,291,02/28/2015 01:40:29,02/28/2015 01:40:50,02/28/2015 01:42:43,02/28/2015 01:52:56,291,      ,UTL ,"SHOTS FIRED AT 201 GREENDALE DR AT 01:39:05 02/28/2015: 1 ROUND; SHOTSPOTTER FLEX ID 22626. (34.2442076238,-77.8990752168)  [02/28/15 01:40:07 ZCH]  TONES BOLO EAST  [02/28/15 01:41:26 ZCH]  TONES BOLO NH LAW  [02/28/15 01:41:30 ZCH]  {317} in the area  [02/28/15 01:42:49 MRS3]  {291} negc...utl  [02/28/15 01:52:54 MRS3]  ",02/28/2015 01:52:59,34.24420762,-77.89907522
02/28/2015 23:02:54,701 S 19TH ST,QUEEN ST,LINGO ST,2325115.75,175848.97,ALERT NOTIFICATION SHOTSPOTTER,288,02/28/2015 23:03:23,02/28/2015 23:03:23,02/28/2015 23:05:33,02/28/2015 23:36:45,288,      ,UTL ,"SHOTS FIRED AT 701 S 19TH ST AT 23:01:49 02/28/2015: 1 ROUND; SHOTSPOTTER FLEX ID 22638. (34.2284370082,-77.9244116044) , Possibly mislocated, dispatch `near the area of` not precise address  [02/28/15 23:03:07 MRS3]  BOLO 54 COPY  [02/28/15 23:04:26 EEB]  tones and bolo`d on ops     and shp was adv as well  [02/28/15 23:05:08 MRS3]  ",02/28/2015 23:36:45,34.22843701,-77.9244116
03/01/2015 10:58:46,500 N 30TH ST,PRINCESS PLACE DR,EMORY ST,2330299.25,181943.25,ALERT NOTIFICATION SHOTSPOTTER,328,03/01/2015 11:02:13,03/01/2015 11:02:46,03/01/2015 11:05:19,03/01/2015 11:15:27,328,      ,CANC,"SHOTS FIRED AT   AT 10:57:28 03/01/2015: 3 ROUNDS; SHOTSPOTTER FLEX ID 22643. (34.2469719247,-77.911163699)  [03/01/15 10:58:49 KRS]  CK MAP IN THE WOODS IN THIS AREA  [03/01/15 11:00:13 KRS]  LOOKS LIKE ITS ALONG THE RR TRACS IN A SMALL CLEARING  [03/01/15 11:01:29 KRS]  TONES AND INFO GIVEN ON EAST...65 COPIED  [03/01/15 11:02:23 KDS]  bolod ops  [03/01/15 11:03:50 CVO]  bolo given on NHS2  [03/01/15 11:07:58 BEST]  ",03/01/2015 11:15:41,34.24697192,-77.9111637
03/05/2015 17:57:15,2818 WILLOW ST,N 27TH ST,N 29TH ST,2329500,181007.11,ALERT NOTIFICATION SHOTSPOTTER,337,03/05/2015 17:58:34,03/05/2015 17:59:05,03/05/2015 18:00:52,03/05/2015 18:07:21,337,      ,ASST,"SHOTS FIRED AT 2818 WILLOW ST AT 17:56:14 03/05/2015: 1 ROUND; SHOTSPOTTER FLEX ID 22707. (34.2423088397,-77.9096999951)  [03/05/15 17:57:18 KRS]  BOLO`D ON EAST  [03/05/15 17:59:29 ANL]  BOLO NH LAW FOR SHP  [03/05/15 17:59:41 KRS]  {726} IN AREA  [03/05/15 18:00:58 KDK]  {349} CKING AREA ON FOOT  [03/05/15 18:01:13 KDK]  PYROTECHNICS FROM 2822 WILLOW ST  [03/05/15 18:07:13 KDK]  ",03/05/2015 18:07:30,34.24230884,-77.9097
03/07/2015 01:18:27,215 N 11TH ST,CHESTNUT ST,GRACE ST,2321591.5,179874.86,ALERT NOTIFICATION SHOTSPOTTER,343,03/07/2015 01:19:02,03/07/2015 01:19:02,03/07/2015 01:20:40,03/07/2015 02:24:46,343,343,REPT,"SHOTS FIRED AT 269 N 11TH ST AT 01:17:30 03/07/2015: 18 ROUNDS; SHOTSPOTTER FLEX ID 22714. (34.2393687137,-77.9359013477) , Possibly mislocated, dispatch `near the area of` not precise address  [03/07/15 01:18:35 EOB]  BOLOD NH LAW  [03/07/15 01:19:27 ZCH]  BOLOed WPDSO  [03/07/15 01:19:51 EOB]  BOLOD ON EAST  [03/07/15 01:20:02 ZCH]  Linked Events 2015-094996(352) to 2015-094995(351)  [03/07/15 01:21:03 LSB]  [LAW] 304 n. 11th is residence  [03/07/15 01:21:04 JES2]  Linked Events 2015-094996(352) to 2015-095001(357)  [03/07/15 01:21:11 LSB]  [LAW] adv that he sees an officer....  [03/07/15 01:21:42 JES2]  [LAW] wearing duke hoodie...will be in front of home  [03/07/15 01:22:08 JES2]  Linked Events 2015-094996(352) to 2015-095003(359)  [03/07/15 01:22:09 LSB]  {256} 213 ADVISED HASN`T SEEN ANYTHING  [03/07/15 01:23:52 LSB]  {323} NEED ID  [03/07/15 01:24:52 LSB]  {325} CASINGS IN FRONT OF 211 N 11TH  [03/07/15 01:25:07 LSB]  X14 GIVEN TO NHRMC SPEICAL POLICE REF THIS TRAFFIC  [03/07/15 01:26:34 EOB]  {343} 215 N 11TH HAS BEEN SHOT UP  [03/07/15 01:27:01 LSB]  X38 X4  [03/07/15 01:29:32 LSB]  {325} 2 28`S HAVE DAMAGE FROM X96  [03/07/15 01:29:43 LSB]  notes from dup****  yelling, about 15 shots....  [03/07/15 01:18:53 JES2]  sounded like a 9 mm  [03/07/15 01:19:02 JES2]  about a minute ago.  [03/07/15 01:19:37 JES2]  x83 lives in the area, adv that he and fiance got to the floor when he heard it  [03/07/15 01:20:09 JES2]  adv it was within 50 yards of the crossstreets  [03/07/15 01:20:22 JES2]  [03/07/15 01:33:43 LSB]  CHANGE LOCATION TO 215 N 11TH  [03/07/15 01:37:07 LSB]  notes from dup****  yelling, about 15 shots....  [03/07/15 01:18:53 JES2]  sounded like a 9 mm  [03/07/15 01:19:02 JES2]  about a minute ago.  [03/07/15 01:19:37 JES2]  x83 lives in the area, adv that he and fiance got to the floor when he heard it  [03/07/15 01:20:09 JES2]  adv it was within 50 yards of the crossstreets  [03/07/15 01:20:22 JES2]  [03/07/15 01:40:29 LSB]  notes from dup*****  someone shot at house  [03/07/15 01:19:13 JAD]  unsure who did it, just heard the shots coming towards her home  [03/07/15 01:19:26 JAD]  just female in the house by her self  [03/07/15 01:19:36 JAD]  x83 has no idea if subjs that shot were in a car or on foot or dot  [03/07/15 01:19:53 JAD]  X83 ADV A BULLET CAME IN HER HOUSE INTO HER WALL  [03/07/15 01:20:39 JAD]  [03/07/15 01:41:15 LSB]  notes from dup********  heard  multiple shots, poss someone running, between the houses from 10th towards 11th.....  [03/07/15 01:20:55 LDW]  [03/07/15 01:41:42 LSB]  ",03/07/2015 02:24:51,34.23936871,-77.93590135
03/07/2015 01:18:30,269 N 11TH ST,CHESTNUT ST,GRACE ST,2321602.5,179836.25,ALERT NOTIFICATION SHOTSPOTTER,          ,NULL,NULL,NULL,NULL,      ,      ,DUP ,"SHOTS FIRED AT 269 N 11TH ST AT 01:17:30 03/07/2015: 18 ROUNDS; SHOTSPOTTER FLEX ID 22714. (34.2393687137,-77.9359013477) , Possibly mislocated, dispatch `near the area of` not precise address  [03/07/15 01:18:37 ZCH]  ",03/07/2015 01:18:46,34.23936871,-77.93590135
03/07/2015 23:45:06,514 HARNETT ST,N 5TH AVE,N 6TH ST,2319165.25,182551,ALERT NOTIFICATION SHOTSPOTTER,343,03/07/2015 23:45:26,03/07/2015 23:45:26,03/07/2015 23:47:39,03/08/2015 00:09:17,343,      ,UNFD,"SHOTS FIRED AT 514 HARNETT ST AT 23:44:00 03/07/2015: 7 ROUNDS; SHOTSPOTTER FLEX ID 22734. (34.2470011474,-77.9439485053) , Possible multiple shooters, Possibly mislocated, dispatch `near the area of` not precise address  [03/07/15 23:45:14 AWA]  BOLOed WPDE      56 copied  [03/07/15 23:46:48 EOB]  SHP ADV  [03/07/15 23:47:18 AWA]  bolo on wpdso  [03/07/15 23:47:27 AWA]  {256} GUN POWDER IN THE AIR  [03/07/15 23:47:54 LSB]  Linked Events 2015-096330(633) to 2015-096329(632)  [03/07/15 23:51:42 LSB]  **************new x83 saying leo looking in the wrong area.. should be looking at the apartments on teh other end of the block.... will be inbetween 4th and 5th on harnett..... x83 advs car was playing loud music and then heard 6 or 7 shots.. then heard car pull off.... did not see any of this.. just heard...  - steve  9106176311  does not want to x25****** *****  [03/07/15 23:56:21 LMR]  {80} SPOKE WITH LAST X83  [03/08/15 00:06:11 LSB]  {343} EVERYTHING X4, UTL SHELL CASINGS  [03/08/15 00:09:15 LSB]  ",03/08/2015 00:09:21,34.24700115,-77.94394851
03/07/2015 23:46:14,406 BARCLAY HILLS DR,GRASS LN,TIFFANY DR,2333602.25,182759.92,ALERT NOTIFICATION SHOTSPOTTER,326,03/07/2015 23:47:14,03/07/2015 23:47:14,03/07/2015 23:51:10,03/08/2015 01:17:16,326,326,REPT,"SHOTS FIRED AT 406 BARCLAY HILLS DR AT 23:45:05 03/07/2015: 1 ROUND; SHOTSPOTTER FLEX ID 22736. (34.2469634646,-77.8962637378)  [03/07/15 23:46:22 AWA]  shp adv  [03/07/15 23:47:10 AWA]  bolo on wpdso  [03/07/15 23:47:47 AWA]  BOLOed WPDE      56 copied  [03/07/15 23:47:54 EOB]  Linked Events 2015-096331(634) to 2015-096332(635)  [03/07/15 23:49:58 LSB]  notes from dup*********  abandoned line.. calling back...ringing no answer no voicemail....  [03/07/15 23:47:50 RNW]  heard shots....  [03/07/15 23:48:13 RNW]  breathing hard .. adv shots.. then d/c attempting to call back  [03/07/15 23:48:45 RNW]  went to vm  [03/07/15 23:48:59 RNW]  [03/07/15 23:50:21 LSB]  {326} IN AREA  [03/07/15 23:51:14 LSB]  {326} VICTIM SHOT IN LEG  [03/07/15 23:52:11 LSB]  [FIRE] NRP  [03/07/15 23:53:12 JES2]  {153} IN AREA  [03/07/15 23:53:37 LSB]  {326} CHY4492  [03/07/15 23:53:49 LSB]  [EMS] (EMS22) IS EMS NEEDED 108?  [03/07/15 23:53:56 EEB2]  {326} EMS IS NEEDED X18  [03/07/15 23:54:20 LSB]  {207} PASSENGER VICTIM VEHICLE/1573482  [03/07/15 23:54:51 LSB]  {207} NEED ID  [03/07/15 23:58:57 LSB]  526 ADV  [03/07/15 23:59:41 AWA]  {326} POSSIBLY SECOND VICTIM, SHOT IN THE ARM, TOOK OFF. ""JIM""  [03/08/15 00:00:00 LSB]  hospital police advsd  [03/08/15 00:02:40 LMR]  notes from dup call******  two shots... possibly in area of barclay hills dr  [03/07/15 23:47:05 ACB]  X83 DOES NOT WANT TO X25  [03/07/15 23:47:33 ACB]  [03/08/15 00:09:04 LSB]  {526} OCA  [03/08/15 00:11:14 AWA]  ************ ALEX , WECT 910-791-6681 ******************  [03/08/15 00:20:27 LDW]  CID contacted and advised what took place.  Will not be coming at this time.  If suspect information is obtained CID would  like a call back.  [03/08/15 00:39:12 Unit:326]  {526} X23 NHRMC  [03/08/15 00:43:10 EEB2]  ",03/08/2015 01:17:17,34.24696346,-77.89626374
03/11/2015 05:23:31,1551 S 15TH ST,GREENFIELD ST,WILLARD ST,2324171.5,171880.73,ALERT NOTIFICATION SHOTSPOTTER,355,03/11/2015 05:23:51,03/11/2015 05:23:57,03/11/2015 05:27:55,03/11/2015 05:49:31,353,      ,FIR ,"SHOTS FIRED AT 1551 S 15TH ST AT 05:22:44 03/11/2015: 1 ROUND; SHOTSPOTTER FLEX ID 22749. (34.2174510997,-77.9278209324)  [03/11/15 05:23:52 JAD]  TONES BOLO WEST  [03/11/15 05:25:43 LNY]  BOLO SHP  [03/11/15 05:25:47 LNY]  ****dup call for  1508  s 15th   silver sedan speeding out of the area....white box type car drove backwards ...now leaving the area  [03/11/15 05:24:37 MRS3]  now another white car is honking the horn like they looking for someone....  [03/11/15 05:25:17 MRS3]  TONES  BOLO WEST  [03/11/15 05:25:22 LNY]  caller speaking with someone from one of the cars  [03/11/15 05:25:25 MRS3]  the other person from one of the white cars is adv`ing a blk 4dr honda left the area leaving down 16th street  [03/11/15 05:25:57 MRS3]  caller heard only 1 shot  [03/11/15 05:26:16 MRS3]  caller adv the person from one of the white cars said that the person from the blk honda was showing someone the gun when it went off.....thats all she knows and d/c  [03/11/15 05:26:57 MRS3]  [03/11/15 05:27:53 LNY]  caller advised they were shooting from a VW bug new model, road through moore plaza and kennedy plaza  [03/11/15 05:28:06 TLB]  {353} heading towards greenfeild on 13th  [03/11/15 05:28:39 LNY]  {301} ****grounded   marsteller  no more units needed here  [03/11/15 05:29:49 LNY]  {297} white oleara   white honda passed us approching dawson  [03/11/15 05:30:37 LNY]  {297} attempting  to catch the white honda right in to hill creast  [03/11/15 05:31:05 LNY]  {297} corr dawson  [03/11/15 05:31:09 LNY]  {297} 301  is un related  [03/11/15 05:31:12 LNY]  {297} north on  15th  [03/11/15 05:31:25 LNY]  {297} west on wooseter  [03/11/15 05:31:35 LNY]  {297} stopping on wooster   dcw5622      342  behind  me  [03/11/15 05:31:56 LNY]  {297} children in the veh  [03/11/15 05:32:05 LNY]  {297} unrelated 3 kids in the veh  [03/11/15 05:32:25 LNY]  {301} subject released...not goning to be related  [03/11/15 05:32:40 LNY]  Linked Events 2015-100641(767) to 2015-100640(766)  [03/11/15 05:33:23 LNY]  {297} unrelated no action  ref white honda  [03/11/15 05:33:48 LNY]  ",03/11/2015 05:49:36,34.2174511,-77.92782093
03/11/2015 11:12:24,2011 MARKET ST,S 20TH ST,S 21ST ST,2325582.5,179289.7,ALERT NOTIFICATION SHOTSPOTTER,283,03/11/2015 11:12:43,03/11/2015 11:13:04,03/11/2015 11:14:55,03/11/2015 11:17:13,347,      ,NRPT,"SHOTS FIRED AT 2011 MARKET ST AT 11:11:10 03/11/2015: 3 ROUNDS; SHOTSPOTTER FLEX ID 22751. (34.2377974947,-77.9225304722)  [03/11/15 11:12:29 CMM]  TONES BOLOS OPS  [03/11/15 11:13:25 CMM]  {35} appears to be having a service .....jll  [03/11/15 11:15:31 JLL]  SHP ADV  [03/11/15 11:15:55 CMM]  {35} just had salute ...... all units can clear ....jll  [03/11/15 11:17:10 JLL]  ",03/11/2015 11:17:18,34.23779749,-77.92253047
03/13/2015 02:10:54,1109 CASTLE ST,S 11TH ST,S 12TH ST,2322246,176095.58,ALERT NOTIFICATION SHOTSPOTTER,331,03/13/2015 02:11:11,03/13/2015 02:11:33,03/13/2015 02:13:48,03/13/2015 03:31:04,380,380,REPT,"SHOTS FIRED AT 1109 CASTLE ST AT 02:10:17 03/13/2015: 1 ROUND; SHOTSPOTTER FLEX ID 22757. (34.2291549509,-77.9339226333)  [03/13/15 02:11:05 ZCH]  TONES BOLO EAST  [03/13/15 02:11:20 LNY]  bolo on ops  [03/13/15 02:11:49 SLV]  147 DIRECT  [03/13/15 02:11:49 ZCH]  {322} AREA OF 11TH/CASTLE  [03/13/15 02:14:49 ZCH]  {380} 11TH/CASTLE  [03/13/15 02:15:18 ZCH]  {331} ARRIVAL  [03/13/15 02:16:12 ZCH]  {331} X38 X4... ALL UNITS...  [03/13/15 02:20:09 ZCH]  {331} ASSIGN CASE NUMBER REF SHELL CASING  [03/13/15 02:20:21 ZCH]  {380} MAKE US PRIMARY  [03/13/15 02:20:42 ZCH]  {331} PHOTO TAKEN OF SHELL CASING. CLEAR WITH SUPP  [03/13/15 02:37:05 ZCH]  ",03/13/2015 03:31:07,34.22915495,-77.93392263
03/15/2015 01:45:35,871 S 12TH ST,WOOSTER ST,DAWSON ST,2322651.25,174814.89,ALERT NOTIFICATION SHOTSPOTTER,288,03/15/2015 01:46:29,03/15/2015 01:46:29,03/15/2015 01:48:54,03/15/2015 02:35:18,526,526,REPT,"SHOTS FIRED AT 871 S 12TH ST AT 01:44:34 03/15/2015: 5 ROUNDS; SHOTSPOTTER FLEX ID 22771. (34.2255484744,-77.9327592349)  [03/15/15 01:45:42 SLV]  bolo on east ...141 direct  [03/15/15 01:46:44 AWA]  OFFICERS DID NOT GET ALERT IN VEHS  [03/15/15 01:47:48 LNY]  {341} 10-3  large crowd  [03/15/15 01:49:01 LNY]  {341} active   1040   1012  another unit  [03/15/15 01:49:10 LNY]  {341} NEED UNITS TO COME AROUND THE NORTH  [03/15/15 01:49:37 LNY]  {341} keep it blocked ... no one adv shot yet keep  them moving clear people out  [03/15/15 01:50:28 LNY]  {341} crowd moviong towards dawson  [03/15/15 01:51:44 LNY]  female called from 910-523-1884.... could not understand her there was so much noise in background.... ph pinged off of 1949 dawson st.....  [03/15/15 01:51:46 ALN]  {341} 10-3  lifted  [03/15/15 01:53:11 LNY]  {78} ]28.....21006156 purple mercury  [03/15/15 01:58:42 LNY]  {341} need id  [03/15/15 02:07:37 LNY]  ",03/15/2015 02:35:18,34.22554847,-77.93275923
03/15/2015 22:32:55,221 S 12TH ST,ORANGE ST,ANN ST,2322365.5,177532.14,ALERT NOTIFICATION SHOTSPOTTER,288,03/15/2015 22:33:07,03/15/2015 22:33:33,03/15/2015 22:34:19,03/16/2015 00:40:01,379,379,REPT,"SHOTS FIRED AT 221 S 12TH ST AT 22:32:09 03/15/2015: 3 ROUNDS; SHOTSPOTTER FLEX ID 22786. (34.2330363013,-77.933673733)  [03/15/15 22:33:03 ZCH]  76 COPY  [03/15/15 22:33:31 ZCH]  TONES BOLO EAST  [03/15/15 22:34:03 LNY]  {125} in the area  [03/15/15 22:34:22 MRS3]  olena...910-599-2383...heard 3 shots fired in the area of 12th/ann st...no need to x21 or x25  [03/15/15 22:34:45 AMR2]  BOLOD NH LAW  [03/15/15 22:35:37 ZCH]  BOLOD OPS  [03/15/15 22:35:42 ZCH]  {125} appears the area is clear...i`m the only one out here  [03/15/15 22:35:43 MRS3]  {364} in the area  [03/15/15 22:36:36 MRS3]  {330} need ID at 12th / ann   have damage to 219  [03/15/15 22:37:10 MRS3]  {330} shell casings at 12th/ann  [03/15/15 22:37:24 MRS3]  {330} shell casings on the street.....checking resd at 221 now...  [03/15/15 22:38:10 MRS3]  {78} will be blocking street at  s 12th / and orange  [03/15/15 22:38:33 MRS3]  {382} block at 12th / ann  [03/15/15 22:38:47 MRS3]  {529} COPY  [03/15/15 22:39:26 ZCH]  {335} ID is arrival  [03/15/15 22:43:41 MRS3]  {529} ARRIVAL, PROVIDE OCA  [03/15/15 22:43:53 ZCH]  {76} 13th and nun   multiple x96 in the area  [03/15/15 23:22:23 MRS3]  {76} 14th/church   need   k9  [03/15/15 23:23:06 MRS3]  {382} out with fire  [03/15/15 23:23:27 MRS3]  {382} eastbound on nun on 14th  [03/15/15 23:24:00 MRS3]  {341} b/m red hoodie walking 15th nunn   can`t locate now  [03/15/15 23:24:29 MRS3]  {78} escalade going wrong way down alley  [03/15/15 23:24:49 MRS3]  {78} alley south of park....blk suv     came off the street north of me....then ended up on the alley  [03/15/15 23:25:18 MRS3]  {341} lost sight of subj right around 15th  [03/15/15 23:26:07 MRS3]  1710 WRIGHTSVILLE AVE  heard 6 gunshots towards dawson  [03/15/15 23:22:43 TKH]  shots sounded like they were on on like ann and nun  [03/15/15 23:23:47 TKH]  ANOTHER X83 CARTER,JOYCE 910-233-1129 ALSO HEARD 6 SHOTS... SOUNDS LIKE AREA OF ORANGE/WRIGHTSVILLE... DIDN`T SEE OR HEAR ANYTHING ELSE.... DOES NOT WANT TO X25  [03/15/15 23:25:18 BOM]  315 S 13TH ST  JUST HEARD 3 SHOTS FIRED  [03/15/15 23:22:39 SDB]  SEEN FLASH OUTSIDE WINDOW  [03/15/15 23:22:52 SDB]  ADV IT WAS VERY CLOSE TO HER HOME  [03/15/15 23:22:59 SDB]  HAVE NOT HEARD ANYMORE  [03/15/15 23:23:19 SDB]  another caller  radja flint....910-547-6552...states that she heard 3 gunshots in the area...she lives at 311 s 13th st  [03/15/15 23:24:21 AMR2]      1500 ORANGE ST    heard 3-4 shots... occured just now....  [03/15/15 23:23:28 ALN]  SOUNDS LIKE IT IS SOMEWHERE IN THIS BLOCK...  [03/15/15 23:24:09 ALN]  NO NEED FOR X21 OR X25  [03/15/15 23:24:26 ALN]    **************************************************************************  [03/15/15 23:27:27 ZCH]  {335} veh heading south on 11th   lights off  28 - ccm6751    blk cyrst 300  occ x2  [03/15/15 23:28:06 MRS3]  {76} have dog on the ground  [03/15/15 23:28:46 MRS3]  11th and wooster is clear...moving on to other location  [03/15/15 23:30:24 MRS3]  15th/castle  [03/15/15 23:30:43 Unit:317]  {78} someone going down the alley with a yellow shirt on  [03/15/15 23:31:03 MRS3]  {353} stepping out with them  [03/15/15 23:31:22 MRS3]  X27 8164371  UNRELATED TO X96 DROPPING SOMEONE OFF AT SPORTSman  [03/15/15 23:31:35 Unit:335]  {344} out in front of resd at 315 s 13th  [03/15/15 23:34:45 MRS3]  {335} traffic stop is unrelated....still in the area  [03/15/15 23:34:58 MRS3]  {66} k9 is still on the ground....we are at 13th and ann st  [03/15/15 23:39:56 MRS3]  {344} got a report of someone possibly behind   1307 nun st  [03/15/15 23:46:26 MRS3]  {288} staying on 14th between marsdone and nun st  [03/15/15 23:50:43 MRS3]  {137} this yard is clear over here  [03/15/15 23:53:09 MRS3]  {66} 300 blk s 13th street......going from yard to yard  [03/15/15 23:53:58 MRS3]  {66} all primary units can clear  [03/16/15 00:01:59 MRS3]  {78} need id at the s13th resd with bullet whole in the window  [03/16/15 00:03:08 MRS3]  {76} this will be a sep call from the first x69a  [03/16/15 00:07:31 MRS3]  ",03/16/2015 00:40:03,34.2330363,-77.93367373
